hgnc,hgncMatch
IFNA14,ENST00000380222
OR51B4,ENST00000380224
IFNA21,ENST00000380225
IFNW1,ENST00000380229
IFNB1,ENST00000380232
CCDC85C,ENST00000380243
CNTROB,ENST00000380262
FASTKD5,ENST00000380266
FAM50B,ENST00000380274
PXDC1,ENST00000380283
GRPR,ENST00000380289
AVP,ENST00000380293
SLC22A23,ENST00000406686
EMILIN1,ENST00000380320
MRPS26,ENST00000380325
CALML5,ENST00000380332
FBXW9,ENST00000393261
TMEM27,ENST00000380342
LHFPL2,ENST00000380345
BPHL,ENST00000380379
OR52J3,ENST00000380370
OR51A2,ENST00000380371
OR51A4,ENST00000380373
C2CD4B,ENST00000380392
ZNF768,ENST00000380412
TUBAL3,ENST00000380419
PIR,ENST00000380421
UCN3,ENST00000380433
VPS16,ENST00000380445
RGL3,ENST00000393423
TEX26,ENST00000380473
POC5,ENST00000428202
EPHX2,ENST00000521400
MEDAG,ENST00000380482
ASB9,ENST00000380488
ALOX5AP,ENST00000380490
MOSPD2,ENST00000380492
HAUS6,ENST00000380502
FAM169A,ENST00000389156
RRAGA,ENST00000380527
FAM154A,ENST00000380534
NAP1L4,ENST00000380542
AKR1C3,ENST00000380554
GCOM1,ENST00000380569
IGSF5,ENST00000380588
C20orf141,ENST00000380589
CPXM1,ENST00000380605
SH3GL2,ENST00000380607
KATNAL1,ENST00000380615
ATXN3L,ENST00000380622
BNIP3L,ENST00000380629
TMSB4X,ENST00000380636
HADHA,ENST00000380649
TLR7,ENST00000380659
PRPS2,ENST00000398491
BNC2,ENST00000380672
UBL3,ENST00000380680
FRMPD4,ENST00000380682
C9orf92,ENST00000380683
SERPINB9,ENST00000380698
PSIP1,ENST00000380733
GPS2,ENST00000380728
GTF2H2C,ENST00000510979
SERPINB1,ENST00000380739
SMN2,ENST00000380743
SERF1B,ENST00000380750
SLC7A1,ENST00000380752
AKR1C2,ENST00000380753
WRNIP1,ENST00000380773
SNAPC3,ENST00000380821
MTUS2,ENST00000431530
GMDS,ENST00000380815
MUC19,
CLCN4,ENST00000380833
POMP,ENST00000380842
IDH3B,ENST00000380843
AREGB,
AKR1C1,ENST00000380872
SLC30A5,ENST00000396591
WWC3,ENST00000380861
NKX3-1,ENST00000380871
FOXC1,ENST00000380874
FREM1,ENST00000422223
EIF3CL,ENST00000398943
GSG1L,ENST00000447459
HUS1B,ENST00000380907
CER1,ENST00000380911
SHROOM2,ENST00000380913
ZDHHC21,ENST00000380916
NFIB,ENST00000380953
GPR143,ENST00000467482
MUC16,ENST00000397910
IRF4,ENST00000380956
LCMT1,ENST00000399069
NLN,ENST00000380985
FKBP1B,ENST00000380986
FAM9A,ENST00000543214
SGTB,ENST00000381007
CDX2,ENST00000381020
ATP5EP2,
VCX3B,ENST00000381032
TTC38,ENST00000381031
PDX1,ENST00000381033
PNPLA4,ENST00000381042
ADAMTS6,ENST00000381055
HTN3,ENST00000530128
CWC27,ENST00000381070
PFKP,ENST00000381125
HDHD1,ENST00000424830
VCX3A,ENST00000381089
KIF2A,ENST00000407818
MTIF3,ENST00000381116
ARSH,ENST00000381130
ARSE,ENST00000381134
TYRP1,ENST00000388918
ACOT6,ENST00000381139
GTF3A,ENST00000381140
SLC5A3,ENST00000381151
C11orf21,ENST00000456145
ARSD,ENST00000381154
MIS12,ENST00000381165
XG,ENST00000419513
KIAA1644,ENST00000381176
CD99,ENST00000381192
TECRL,ENST00000381210
ZBED1,ENST00000381223
ASMT,ENST00000381241
RDH14,ENST00000381249
MAP3K9,ENST00000555993
KLHL42,ENST00000381271
MANSC4,ENST00000381273
P2RY8,ENST00000381297
ADARB2,ENST00000381312
KDM4C,ENST00000381309
ASMTL,ENST00000381317
TMEM165,ENST00000381334
THUMPD1,ENST00000381337
IDI1,ENST00000381344
RDH11,ENST00000381346
LYRM5,ENST00000381356
C17orf107,ENST00000381365
MBD3L2,ENST00000381393
MBD3L4,ENST00000381394
CCP110,ENST00000381396
SLC25A6,ENST00000381401
ESM1,ENST00000381405
SGCB,ENST00000381431
IL33,ENST00000381434
GPR12,ENST00000405846
ITPRIPL2,ENST00000381440
TGM3,ENST00000381458
KIAA2026,
MLANA,ENST00000381477
DENND1C,ENST00000381480
PRR26,
TEC,ENST00000381501
SMARCD1,ENST00000394963
MRPL23,ENST00000397298
CDK8,ENST00000381527
CRLF2,
COMMD8,ENST00000381571
CD274,ENST00000381577
C2orf50,ENST00000381585
CATSPERD,ENST00000381624
SIRPD,ENST00000381623
PPP2R3B,ENST00000390665
DDX17,ENST00000396821
ZZEF1,ENST00000381638
INSL6,ENST00000381641
C5orf51,ENST00000381647
JAK2,ENST00000381652
PLCXD1,ENST00000381657
EIF3L,ENST00000412331
NUTM2A,ENST00000381707
NUTM2D,
GAGE1,ENST00000381700
GAGE2C,ENST00000381708
FKBP1A,ENST00000400137
NUPL1,ENST00000381736
GAGE12H,ENST00000381722
GAGE2B,ENST00000381725
RCL1,ENST00000381750
GAGE13,ENST00000381751
ARRDC5,ENST00000381781
C2orf48,ENST00000381786
RHOH,ENST00000381799
LOH12CR2,
MTMR6,ENST00000381801
CYS1,ENST00000381813
TEX33,ENST00000405091
FGL1,ENST00000398056
PRH2,ENST00000396400
PLIN5,ENST00000381848
CDC37L1,ENST00000381854
SNPH,ENST00000381873
PPAPDC2,ENST00000381883
CENPJ,ENST00000381884
SPATA6L,ENST00000475086
TMEM74B,ENST00000381894
KLRC2,ENST00000381902
KLRC3,ENST00000381903
ANGPT4,ENST00000381922
TLR6,ENST00000436693
OR1A2,ENST00000381951
SRXN1,ENST00000381962
PGM2,ENST00000381967
PARP4,ENST00000381989
TUSC3,ENST00000503731
TOM1,ENST00000411850
RSAD2,ENST00000382040
SLC34A2,ENST00000382051
C1QTNF9B,ENST00000382137
CLEC6A,ENST00000382073
SGCZ,ENST00000382080
KCNV2,ENST00000382082
RFPL3S,
VLDLR,ENST00000382100
C22orf42,ENST00000382097
LGI2,ENST00000382114
NANOGNB,ENST00000382119
SOD3,ENST00000382120
LRRC72,ENST00000401542
TSSC1,ENST00000382125
GNG7,ENST00000382159
KRTAP5-6,ENST00000382160
KRTAP5-1,ENST00000382171
MIPEP,ENST00000382172
DEFB134,ENST00000526438
DEFB135,ENST00000382208
DEFB136,ENST00000382209
DCAF16,ENST00000382247
CDH12,ENST00000382254
DMRT1,ENST00000382276
ZG16B,ENST00000382280
NRSN2,ENST00000382291
KANK1,ENST00000382303
DAZ4,ENST00000440066
SACS,ENST00000382298
DAZ2,ENST00000382424
DOCK8,ENST00000453981
ONECUT3,ENST00000382349
CEMP1,ENST00000382350
ZCCHC3,ENST00000382352
FGF9,ENST00000382353
FBXL18,ENST00000382368
C21orf62,ENST00000536776
MICU2,ENST00000382374
C21orf49,
DEFB132,ENST00000382376
C9orf66,ENST00000382387
DEFB127,ENST00000382388
DEFB126,ENST00000382398
DEFB125,ENST00000382410
SLC35G5,ENST00000382435
NKX3-2,ENST00000382438
WDR1,ENST00000499869
HEATR5A,
RP1L1,ENST00000382483
GPR78,ENST00000382487
TAS2R1,ENST00000382492
SEMA5A,ENST00000382496
FOXD4,ENST00000382500
SAP18,ENST00000382533
KCNA1,ENST00000382545
NYNRIN,ENST00000382554
DNAJC19,ENST00000382564
LATS2,ENST00000382592
IFITM5,ENST00000382614
PRMT8,ENST00000382622
SMIM21,ENST00000579022
MRPL36,ENST00000508987
RBMY1E,ENST00000382659
FAHD1,ENST00000382666
DOK6,ENST00000382713
CACNA2D4,ENST00000382722
MSX1,ENST00000382723
SIRT3,ENST00000382743
TMEM211,ENST00000407886
SERPINB11,
URB1,ENST00000382751
N6AMT2,ENST00000382758
CYorf17,ENST00000382764
SERPINB5,ENST00000382771
HGFAC,ENST00000382774
ZDHHC11B,
KDM5A,ENST00000399788
KRTAP19-8,ENST00000382822
KRTAP20-3,ENST00000382826
KRTAP20-4,
KRTAP22-2,ENST00000382830
KRTAP27-1,ENST00000382835
GJB2,ENST00000382844
MSLN,ENST00000382862
POLN,ENST00000511885
ZMYM2,ENST00000382869
C4orf48,ENST00000409248
SLC7A4,ENST00000382932
RNASE13,ENST00000382951
SEPT5,ENST00000455784
ANKUB1,
SRY,ENST00000383070
ZIC4,ENST00000525172
PRR23A,ENST00000383163
C3orf72,ENST00000383165
AQP4,ENST00000383168
TMEM241,ENST00000383233
CHRM5,ENST00000383263
HCG27,
CCDC125,ENST00000396496
LY6G6E,
HMCES,ENST00000383463
LRRC30,ENST00000383467
TMEM200C,ENST00000581347
OR12D2,ENST00000383555
TXNRD3NB,ENST00000383572
OR2H2,ENST00000383640
PTPLB,ENST00000383657
TIGIT,ENST00000486257
LNP1,ENST00000383693
OR5K3,ENST00000383695
OR5H6,ENST00000383696
VGLL3,ENST00000398399
CADM2,ENST00000405615
MST1,ENST00000449682
KRBOX1,ENST00000418176
TRIM71,ENST00000383763
ZCWPW2,ENST00000383768
DPH3,ENST00000488423
ANKRD28,ENST00000399451
COLQ,ENST00000383788
METTL6,ENST00000443029
RPUSD3,ENST00000383820
GOLM1,ENST00000388712
FLG2,ENST00000388718
SDK2,ENST00000392650
NKIRAS1,ENST00000443659
UFSP1,ENST00000388761
C4orf29,ENST00000398965
ADAMTS7,ENST00000388820
METTL14,ENST00000388822
MEX3D,ENST00000402693
GPX3,ENST00000388825
TSNAXIP1,ENST00000388833
KRT18,ENST00000388835
C11orf31,ENST00000388857
STAB2,ENST00000388887
FAM83H,ENST00000388913
CCDC158,ENST00000388914
FOXI2,ENST00000388920
ACVRL1,ENST00000388922
C6orf163,ENST00000388923
C9orf173,ENST00000388931
SCFD2,ENST00000401642
C15orf27,ENST00000388942
SEPT14,ENST00000388975
SMYD3,ENST00000388985
KCNQ3,ENST00000388996
KIAA0100,ENST00000528896
C17orf59,ENST00000389017
NT5M,ENST00000389022
STK38L,ENST00000389032
DUOX2,ENST00000603300
ALK,ENST00000389048
IDO2,
SACM1L,ENST00000389061
DCP2,ENST00000389063
FAM159B,ENST00000389074
H2AFJ,ENST00000544848
RANBP17,ENST00000523189
LOXL2,ENST00000389131
CNEP1R1,ENST00000458059
NOP16,ENST00000510123
CCDC154,
LRRC4B,ENST00000599957
ITGAD,ENST00000389202
RYR3,ENST00000389232
PLEKHM3,ENST00000427836
GARS,ENST00000389266
PRTG,ENST00000389286
AGBL1,ENST00000441037
FANCA,ENST00000389301
TRAPPC9,ENST00000389328
CCDC64B,ENST00000572449
PRB2,ENST00000389362
TM6SF2,ENST00000389363
ATXN7L3,ENST00000454077
RPH3A,ENST00000389385
VPS9D1,ENST00000389386
PTPRN2,ENST00000389418
ADAMTS20,ENST00000389420
TMEM132D,ENST00000422113
SMG1,ENST00000446231
INTS1,ENST00000404767
SIGLEC15,ENST00000389474
LRP1B,ENST00000389484
CHRNG,ENST00000389494
TANC2,ENST00000424789
MYO7B,ENST00000428314
SDK1,ENST00000404826
TBR1,ENST00000389554
SUN1,ENST00000401592
TMEM72,ENST00000389583
SHOX2,ENST00000389589
ASB14,ENST00000487349
CCDC149,ENST00000504487
GPX2,ENST00000389614
GXYLT2,ENST00000389617
SSC5D,ENST00000389623
RTF1,ENST00000389629
CCDC57,
ADAL,ENST00000428046
CC2D2A,ENST00000424120
LAMA1,ENST00000389658
EPHA6,ENST00000389672
FAXC,ENST00000389677
TSN,ENST00000389682
SPTB,ENST00000389722
TRMT44,ENST00000389737
GPR149,ENST00000389740
PKP4,ENST00000389759
MROH2A,
LYST,ENST00000389794
MRGPRE,ENST00000389832
DNAH17,
UVSSA,ENST00000389851
CCNK,ENST00000389879
GLB1L3,ENST00000431683
RNF216,ENST00000389902
COX16,ENST00000389912
FAM168B,ENST00000409185
KIF19,ENST00000389916
ZFP91-CNTF,
ZC3H12D,
C14orf79,ENST00000547315
PSME4,ENST00000404125
C8orf44,ENST00000519561
IGKC,
IGKJ5,
IGKJ4,
IGKJ3,
IGKJ2,
IGKJ1,
IGKV4-1,
IGKV5-2,
IGKV3-7,
IGKV3-15,
IGKV6-21,
IGKV2D-26,
IGKV3D-20,
IGKV6D-41,
IGKV3D-11,
IGKV1D-42,
IGLV4-69,
IGLV8-61,
IGLV4-60,
IGLV6-57,
IGLV11-55,
IGLV10-54,
IGLV5-52,
IGLV1-51,
IGLV1-50,
IGLV1-47,
IGLV7-46,
IGLV1-44,
IGLV7-43,
IGLV1-40,
IGLV1-36,
IGLV2-33,
IGLV3-32,
IGLV3-27,
IGLV3-25,
IGLV2-23,
IGLV3-22,
IGLV3-21,
IGLV3-19,
IGLV2-18,
IGLV3-16,
IGLV2-14,
IGLV3-12,
IGLV2-11,
IGLV3-10,
IGLV3-9,
IGLV2-8,
IGLV4-3,
IGLV3-1,
IGLJ1,
IGLC1,
IGLJ2,
IGLC2,
IGLJ3,
IGLC3,
IGLJ4,
IGLJ5,
IGLJ6,
IGLJ7,
IGLC7,
TRGJ2,
TRGJP2,
TRGJ1,
TRGJP,
TRGJP1,
TRGV11,
TRGV10,
TRGV8,
TRGV5,
TRGV4,
TRGV3,
TRGV1,
TRBV6-4,
TRBV5-3,
TRBV9,
TRBV10-1,
TRBV6-6,
TRBV6-8,
TRBV6-9,
TRBV5-1,
TRBV23OR9-2,
TRBV19,
TRBV20-1,
TRBV23-1,
TRBV24-1,
TRBV25-1,
TRBV27,
TRBV28,
TRBJ2-1,
TRBJ2-2,
TRBJ2-2P,
TRBJ2-3,
TRBJ2-4,
TRBJ2-5,
TRBJ2-6,
TRBJ2-7,
TRAV1-2,
TRAV2,
TRAV3,
TRAV4,
TRAV5,
TRAV6,
TRAV7,
TRAV8-1,
TRAV9-1,
TRAV10,
TRAV12-1,
TRAV8-2,
TRAV8-3,
TRAV13-1,
TRAV12-2,
TRAV8-4,
TRAV13-2,
TRAV14DV4,
TRAV9-2,
TRAV12-3,
TRAV8-6,
TRAV16,
TRAV17,
TRAV18,
TRAV19,
TRAV20,
TRAV21,
TRAV22,
TRAV23DV6,
TRDV1,
TRAV24,
TRAV25,
TRAV26-1,
TRAV8-7,
TRAV27,
TRAV29DV5,
TRAV26-2,
TRAV34,
TRAV35,
TRAV36DV7,
TRAV38-1,
TRAV38-2DV8,
TRAV39,
TRAV40,
TRAV41,
TRDV2,
TRDJ1,
TRDJ4,
TRDJ2,
TRDJ3,
TRDC,
TRAJ61,
TRAJ59,
TRAJ58,
TRAJ57,
TRAJ56,
TRAJ54,
TRAJ53,
TRAJ52,
TRAJ50,
TRAJ49,
TRAJ48,
TRAJ47,
TRAJ46,
TRAJ45,
TRAJ44,
TRAJ43,
TRAJ42,
TRAJ41,
TRAJ40,
TRAJ39,
TRAJ38,
TRAJ37,
TRAJ36,
TRAJ35,
TRAJ34,
TRAJ33,
TRAJ32,
TRAJ31,
TRAJ30,
TRAJ29,
TRAJ28,
TRAJ27,
TRAJ26,
TRAJ25,
TRAJ24,
TRAJ23,
TRAJ22,
TRAJ21,
TRAJ20,
TRAJ19,
TRAJ18,
TRAJ17,
TRAJ16,
TRAJ14,
TRAJ13,
TRAJ12,
TRAJ11,
TRAJ10,
TRAJ9,
TRAJ8,
TRAJ7,
TRAJ6,
TRAJ5,
TRAJ4,
TRAJ3,
TRAJ2,
TRAJ1,
IGHA2,
IGHE,
IGHG1,
IGHG4,
IGHG2,
IGHA1,
IGHG3,
IGHD,
IGHM,
IGHJ6,
IGHJ2,
IGHJ1,
IGHD1-26,
IGHD5-24,
IGHD3-22,
IGHD2-21,
IGHD6-19,
IGHD5-18,
IGHD3-16,
IGHD2-15,
IGHD6-13,
IGHD5-12,
IGHD3-10,
IGHD3-9,
IGHD2-8,
IGHD5-5,
IGHD3-3,
IGHD2-2,
IGHV6-1,
NLRP5,ENST00000390649
BCAS3,ENST00000390652
COL23A1,ENST00000390654
EID2,ENST00000390658
KRTAP4-4,ENST00000390661
TSSK1B,ENST00000390666
PRR22,ENST00000419421
TAS2R13,ENST00000390677
RAD51B,ENST00000487270
KRTAP19-1,ENST00000390689
KRTAP13-3,ENST00000390690
ZRSR1,
KRTAP16-1,ENST00000391352
KRTAP29-1,ENST00000391353
KRTAP9-7,ENST00000391354
KRTAP9-6,ENST00000391355
KRTAP4-3,ENST00000391356
CTAGE1,ENST00000391403
C17orf51,ENST00000391411
KRTAP4-11,ENST00000391413
KRTAP4-9,ENST00000391415
KRTAP4-7,ENST00000391417
KRTAP2-3,ENST00000391418
KRTAP2-1,ENST00000391419
C17orf100,
BHLHA9,ENST00000391429
FAM127C,ENST00000391440
C11orf89,
OR2A42,ENST00000391496
RNF208,ENST00000392827
KRTAP3-3,ENST00000391586
KRTAP3-2,ENST00000391587
KRTAP3-1,ENST00000391588
KRTAP12-1,ENST00000391617
KRTAP12-4,ENST00000391618
KRTAP10-3,ENST00000391620
KRTAP10-2,ENST00000391621
KRTAP6-3,
POU5F1B,ENST00000465342
RBM12B-AS1,
ZNF552,ENST00000391701
ZNF586,ENST00000396154
ZNF829,ENST00000520965
ZNF628,ENST00000598519
DNAAF3,ENST00000527223
TFPT,ENST00000391759
ZNF321P,ENST00000391777
ZNF320,ENST00000595635
JOSD2,ENST00000598418
PRMT1,ENST00000454376
RPL13A,ENST00000391857
FUT2,ENST00000425340
KCNK2,ENST00000444842
KLC3,ENST00000391946
RGS13,ENST00000391995
ALPP,ENST00000392027
GPR55,ENST00000392040
LGALS16,ENST00000392051
CEBPZ-AS1,
XRCC5,ENST00000392133
ZFP82,ENST00000392161
ZNF566,ENST00000454319
FAM106A,
SNX9,ENST00000392185
ZNF181,ENST00000492450
SUMO1,ENST00000392246
WDR45B,ENST00000392325
SLC16A3,ENST00000581287
CALCRL,ENST00000409998
CRLF1,ENST00000392386
KIAA1683,ENST00000392413
UBE2E3,ENST00000410062
MB21D2,ENST00000392452
CCDC50,ENST00000392456
SEC14L1,ENST00000392476
TMEM121,ENST00000392519
HNRNPA3,ENST00000392524
TAOK3,ENST00000392533
HOXD13,ENST00000392539
NUDT14,ENST00000392568
PLD4,ENST00000392593
GPR123,ENST00000392607
SPRR2A,ENST00000392653
ACTL6A,ENST00000429709
ABCA5,ENST00000392676
TIRAP,ENST00000392678
GALNT3,ENST00000392701
STT3A,ENST00000392708
PDCD10,ENST00000392750
GALNTL5,ENST00000392800
TMEM119,ENST00000392806
GALNT13,ENST00000392825
NT5DC3,ENST00000392876
OR2F1,ENST00000392899
EVL,ENST00000392920
HIST2H3PS2,
EPHB6,ENST00000392957
VWA2,ENST00000392982
GK5,ENST00000392993
PTRH2,ENST00000470557
POU2AF1,ENST00000393067
VTI1A,ENST00000393077
SERPINA3,ENST00000467132
SLC35G2,ENST00000446465
C11orf65,ENST00000393084
MTPN,ENST00000393085
CUL5,ENST00000393094
C7orf49,ENST00000393114
IFI27L1,ENST00000555523
CASP4,ENST00000444739
NME1-NME2,ENST00000393198
PTGFRN,ENST00000393203
LRRIQ1,ENST00000393217
BBS10,ENST00000393262
DENND2C,ENST00000393274
BCL2L15,ENST00000393316
C4orf27,ENST00000393381
PTPRZ1,ENST00000393386
LONRF2,ENST00000393437
ANKRD39,ENST00000393537
IRF2,ENST00000393593
FBXO8,ENST00000393674
FDX1L,ENST00000393708
DDX60,ENST00000393743
DRD1,ENST00000393752
UBTD2,ENST00000393792
PPAN-P2RY11,ENST00000393796
SLC35B2,ENST00000393812
COASY,ENST00000590958
NDUFA4L2,ENST00000393825
DPEP2,ENST00000412757
SUCLG1,ENST00000393868
CNP,ENST00000393892
PHLDB2,ENST00000431670
PLCXD2,ENST00000477665
SYT12,ENST00000393946
DQX1,ENST00000404568
C1QTNF2,ENST00000393975
FABP6,ENST00000393980
KRT34,ENST00000394001
KRTAP9-9,ENST00000394008
CCDC176,ENST00000394009
KRTAP4-12,ENST00000394014
KRTAP2-4,ENST00000394015
KRT222,ENST00000394052
RPL24,ENST00000394077
NIT2,ENST00000394140
NR2F2,ENST00000394166
OR5H8P,
CHD2,ENST00000394196
SIPA1,ENST00000394224
MIEN1,ENST00000394231
METTL7B,ENST00000394252
OR6C4,ENST00000394256
RCCD1,ENST00000394258
FAM122A,ENST00000394264
UNC45A,ENST00000418476
ANXA4,ENST00000394295
ERV3-1,ENST00000394323
ZNF358,ENST00000597229
SRSF5,ENST00000553521
DUSP14,ENST00000487847
CIAPIN1,ENST00000394391
KIF7,ENST00000394412
RSPRY1,ENST00000537866
CCT4,ENST00000394440
GTF2F1,ENST00000394456
ANKLE1,ENST00000404085
MT1X,ENST00000394485
CCL14,ENST00000536149
KCNK4,ENST00000539216
PCDHGA2,ENST00000394576
CCL8,ENST00000394620
CFI,ENST00000394634
CCDC109B,ENST00000394650
RPL34,ENST00000394668
BRD7,ENST00000394689
GPR75,ENST00000394705
ZBTB25,ENST00000608382
RASGRF1,ENST00000419573
CXXC4,ENST00000394767
GNL3,ENST00000418458
ZBTB3,ENST00000394807
MYLK3,ENST00000394809
ANKRD13B,ENST00000394859
CDC23,ENST00000394886
POR,ENST00000461988
KIF20A,ENST00000394894
DAK,ENST00000394900
FLOT2,ENST00000394908
PSAP,ENST00000394936
GPT,ENST00000394955
C10orf54,ENST00000394957
SP9,ENST00000394967
CDKN2AIPNL,ENST00000458198
CPLX3,ENST00000395018
SOS1,ENST00000426016
ZBTB9,ENST00000395064
NXF3,ENST00000395065
DNAJC22,ENST00000549441
LPXN,ENST00000528954
OR10W1,ENST00000395079
GPR135,ENST00000395116
CLDN3,ENST00000395145
TIMM9,ENST00000395159
C8orf31,ENST00000395172
DNAJC30,ENST00000395176
ZNF785,ENST00000395216
KBTBD4,ENST00000430070
IZUMO4,ENST00000395301
KTN1,ENST00000395314
LBH,ENST00000395323
SLC16A9,ENST00000395348
QPRT,ENST00000395384
ZNF681,ENST00000402377
NR1H3,ENST00000467728
CHCHD2,ENST00000395422
MAPK1IP1L,ENST00000395468
WDR6,ENST00000395474
DHRS7B,ENST00000395511
GCH1,ENST00000491895
SNTB1,ENST00000395601
TRIM16L,ENST00000449552
KLHDC7B,ENST00000395676
ERO1L,ENST00000395686
CCDC51,ENST00000395694
PURB,ENST00000395699
ZNF488,ENST00000395702
HTR5A-AS1,
BTC,ENST00000395743
CXCL1,ENST00000395761
VAPB,ENST00000475243
ZNF287,ENST00000395824
VCPKMT,ENST00000395860
ATP6V1C1,ENST00000395862
BMP7,ENST00000395863
HECW1,ENST00000395891
GLI3,ENST00000395925
DNAJC24,ENST00000465995
FAM172A,ENST00000395965
ZNF501,ENST00000396048
MOB1A,ENST00000396049
FOXB1,ENST00000396057
GTF2A2,ENST00000396060
GCNT3,ENST00000396065
ENAM,ENST00000396073
ZNF445,ENST00000425708
ODAM,ENST00000396094
JMY,ENST00000396137
ZNF418,ENST00000396147
ZNF134,ENST00000396161
MRGPRX3,ENST00000396275
KNCN,ENST00000396314
MYD88,ENST00000417037
MANSC1,ENST00000535902
PGM5,ENST00000396396
PSMA1,ENST00000418988
NAGA,ENST00000396398
TCEA1,ENST00000521604
ZNF813,ENST00000396403
ZNF765,ENST00000396408
ZNF665,ENST00000396424
CEACAM18,
AMPD3,ENST00000396554
OSBPL10,ENST00000396556
LRRC3B,ENST00000396641
GATM,ENST00000396659
TMEM106B,ENST00000396667
GLTSCR1,ENST00000396720
STK16,ENST00000409638
PLCL2,ENST00000418129
OR12D3,ENST00000396806
FITM2,ENST00000396825
LEUTX,
EAF1,ENST00000396842
MAP4K1,ENST00000591517
ZNF200,ENST00000431561
ZNF213,ENST00000396878
RBAK-RBAKDN,ENST00000396904
OR51E2,ENST00000396950
OR51E1,ENST00000396952
ZSCAN29,ENST00000396976
HIST1H2BN,ENST00000396980
UBE2G1,ENST00000396981
AGPAT6,ENST00000396987
NRL,ENST00000561028
HRH1,ENST00000397056
NUDT19,ENST00000397061
NFE2L2,ENST00000397062
TM2D2,ENST00000456397
C5orf28,ENST00000500337
ZNF99,ENST00000596209
ZNF676,ENST00000397121
ZNF208,ENST00000397126
TULP3,ENST00000397132
WDR60,ENST00000407559
SMU1,ENST00000397149
NGDN,ENST00000408901
DDHD2,ENST00000397166
PAXIP1,ENST00000404141
PAFAH1B1,ENST00000397195
ARPC4-TTLL3,ENST00000397256
MYO9B,ENST00000595618
REPIN1,ENST00000489432
ERMN,ENST00000397283
PLAA,ENST00000397292
JMJD7,ENST00000397299
ZNF891,ENST00000537226
DDX51,ENST00000397333
HAGH,ENST00000397356
INTS9,ENST00000521022
CAPSL,ENST00000397367
AKAP8L,ENST00000397410
KIF5C,
EEF1E1-BLOC1S5,
ARL16,ENST00000397498
TMEM80,ENST00000397510
C15orf52,ENST00000559313
SMCO1,ENST00000397537
WEE2,ENST00000397541
PAXIP1-AS2,
SUDS3,ENST00000543473
MYCBP,ENST00000397572
TMEM213,ENST00000442682
FAM98B,ENST00000397609
TEN1,ENST00000397640
ATHL1,ENST00000409548
ALG3,ENST00000397676
ZNF709,ENST00000397732
PDCD1LG2,ENST00000397747
ST7-OT4,
RAB2B,ENST00000397762
LINC00998,
PGBD4,ENST00000397766
MED13,ENST00000397786
ROBO3,ENST00000397801
C19orf38,ENST00000397820
IQCJ,ENST00000451172
C12orf74,ENST00000397833
C17orf67,ENST00000397861
KIAA0020,ENST00000397885
FAM188B2,
KIAA1211L,ENST00000397899
ZNF846,ENST00000397902
TTC28,ENST00000397906
KRTAP12-3,ENST00000397907
KRTAP10-9,ENST00000397911
U2SURP,ENST00000473835
STK32A,ENST00000397936
SOCS6,ENST00000397942
INTS10,ENST00000397977
MAP2K7,ENST00000397979
SLC35E3,ENST00000398004
ALG9,ENST00000531154
RNASE11,ENST00000610205
EPHB1,ENST00000398015
NPS,ENST00000398023
COLCA2,ENST00000398035
CMIP,ENST00000537098
CTDSP2,ENST00000398073
MBLAC1,ENST00000398075
FAM153C,
C3orf56,ENST00000398112
RDH16,ENST00000398138
KHSRP,ENST00000398148
CCBE1,ENST00000439986
EFCAB9,ENST00000398186
APOF,ENST00000398189
RGPD1,ENST00000559485
WIBG,ENST00000408946
CD200R1L,ENST00000398214
CRYBB2,ENST00000398215
VSTM5,ENST00000409977
VIMP,ENST00000398226
GUCD1,ENST00000407471
LONRF1,ENST00000398246
ZFP90,ENST00000570495
BBIP1,ENST00000454061
TRIM77,ENST00000398290
GNAT3,ENST00000398291
FNDC3A,ENST00000492622
C15orf38-AP3S2,ENST00000398333
MPP3,ENST00000398389
SPINK13,ENST00000512953
HIGD1C,ENST00000398455
TMPRSS12,ENST00000398458
NOTO,ENST00000398468
KRTAP4-1,
KRTAP2-2,ENST00000398477
PAX1,ENST00000398485
CHD9,ENST00000566029
KRTAP5-11,ENST00000398530
MSL1,ENST00000579565
KRTAP5-8,ENST00000398534
KRTAP5-7,ENST00000398536
FRMD4B,ENST00000398540
CCDC11,ENST00000398545
TMF1,ENST00000398559
USP34,ENST00000398571
C17orf98,ENST00000398575
PCDHGA11,ENST00000398587
PCDHGB7,ENST00000398594
GSTP1,ENST00000398606
PCDHGA8,ENST00000398604
PCDHGA10,ENST00000398610
PCDHA12,ENST00000398631
TMEM249,ENST00000398633
SLC38A1,ENST00000398637
PCDHA11,ENST00000398640
DOT1L,ENST00000398665
ZSWIM8,ENST00000398706
DEFB113,ENST00000398718
DEFB133,
PRAME,ENST00000543184
PARP3,ENST00000398755
CAPN11,ENST00000398776
IQCF6,ENST00000398780
C10orf105,ENST00000441508
ARHGEF33,ENST00000409978
TBC1D3B,ENST00000454519
CAPN14,ENST00000403897
YPEL3,ENST00000398841
SAC3D1,ENST00000398846
TOMM6,ENST00000398884
MROH6,ENST00000398882
MGARP,ENST00000398955
MS4A18,
MS4A4E,
OOSP1,
GIN1,ENST00000399004
C17orf103,
FER1L6,ENST00000522917
CDRT15L2,ENST00000399044
C4orf3,ENST00000399075
RAD51AP2,ENST00000399080
POLR3G,ENST00000399107
COL25A1,ENST00000399132
