#GENE	SYN_GERP
OR52I2	-0.39022222222222225
OR52I1	-0.026858371951219547
TRIM68	-0.7673577669902912
OR51D1	-1.1446895530726258
OR51E1	0.031650887573964455
OR51E2	-1.1144980116959065
MMP26	-1.0151657407407408
OR51F1	-1.3601213245033115
OR52R1	-1.7681183544303798
OR51F2	-0.6122335403726709
OR51S1	-1.2381464480874318
OR51T1	-1.1168104046242773
OR51A7	-1.0419211678832117
OR51G2	-1.8799987804878049
OR51G1	-1.5694535185185183
OR51A4	-2.4886180555555555
OR51A2	-3.0185480555555557
OR51L1	-0.98456858974359
OR52J3	-1.9764402597402597
OR52E2	-1.1202068874172186
OR52A5	-2.225635185185185
OR52A1	-2.711799275362319
OR51V1	-4.0427915492957744
HBB	0.03912345679012346
HBD	-0.9883324675324676
HBG1	-0.7426449189189188
HBG2	-1.4278232876712331
HBE1	0.7492112676056336
OR51B4	-1.7794091549295774
OR51B2	-2.3934410071942445
OR51B5	-2.6066794871794867
OR51B6	-1.1936815172413793
OR51M1	-2.0556934756097562
OR51Q1	-1.2241588957055216
OR51I1	-1.6962954545454547
OR51I2	-1.3718806060606064
OR52D1	-1.8472852071005916
UBQLN3	-0.9791005681818181
UBQLNL	-0.21525645933014353
OR52H1	-1.1952584105960267
OR52B6	-1.3568654545454548
TRIM6	-0.8955650655021835
TRIM6-TRIM34	-0.6603895209580839
TRIM34	-0.7861074866310162
TRIM5	-1.3753375609756098
TRIM22	-2.2337824120603016
OR56B1	-2.0837452229299362
OR52N4	-2.3338458598726115
OR52N5	-1.5997120253164558
OR52N1	-1.06452012987013
OR52N2	-3.085429139072847
OR52E6	-2.60962962962963
OR52E8	-1.9186682432432431
OR52E4	-0.99798125
OR56A3	-1.1234537974683545
OR52L1	-0.9015748651685395
OR56A4	-0.2599248554913294
OR56A1	-0.9700121019108284
OR56B4	-1.8710998692810457
OR52B2	-0.6795796407185629
OR52W1	-0.6899577040816326
C11orf42	1.8360673366834168
FAM160A2	1.5866027045075124
CNGA4	-1.4112359430604982
CCKBR	-0.8929196503496503
PRKCDBP	-0.5196030120481924
SMPD1	-0.89266713091922
APBB1	0.3424987765957447
HPX	0.06165530172413792
TRIM3	-0.36909695544554466
ARFIP2	1.8894169590643273
TIMM10B	-0.016992452830188742
DNHD1	-0.2603872834580216
RRP8	-0.38876679999999997
ILK	1.106527374407583
TAF10	1.1459934782608696
TPP1	0.48342333333333326
DCHS1	-0.3561948622139187
MRPL17	-1.2707134831460676
OR2AG2	-1.536892857142857
OR2AG1	-0.560508982035928
OR6A2	-1.4818294642857144
OR10A5	-0.4299072847682119
OR10A2	-0.2568223684210526
OR10A4	-0.21288125000000005
OR2D2	-1.4324809523809523
OR2D3	-1.7686854193548385
ZNF215	0.31996875
ZNF214	0.5862026178010472
NLRP14	-0.9374865671641791
RBMXL2	-0.6597157805907173
SYT9	0.8388947867298578
OLFML1	-0.7655523255813954
PPFIBP2	-0.11521032500000002
CYB5R2	-0.23544059829059832
OR5P2	-0.8357352201257862
OR5P3	-3.774516447368421
OR10A6	-1.0077937931034482
OR10A3	-1.4742080536912754
NLRP10	-1.3818007490636703
EIF3F	-0.8283787735849056
TUB	0.26480879120879125
RIC3	0.08531779141104295
LMO1	1.7319467741935481
STK33	0.4634228571428571
RPL27A	-0.4781029411764706
ST5	1.123901052631579
AKIP1	-0.28313445454545455
C11orf16	-0.6539142276422764
ASCL3	-0.64924
TMEM9B	0.3570326315789473
NRIP3	1.1271324786324786
SCUBE2	0.4710685388127853
DENND5A	0.7042101604278076
TMEM41B	1.5588394366197182
IPO7	1.3272760925449871
ZNF143	0.6924570469798658
WEE1	0.27675354838709676
SWAP70	-0.8168606965174129
SBF2	0.3786069738480698
ADM	-1.0155291262135921
AMPD3	-0.586266081871345
MTRNR2L8	0.023153846153846153
RNF141	0.44785714285714284
LYVE1	-0.7097746835443037
MRVI1	-0.24978292887029288
CTR9	-0.3048735682819382
EIF4G2	3.690208108108108
GALNT18	0.25149577358490577
CSNK2A3	-0.23035679012345678
USP47	1.1080758262711865
DKK3	-1.2208206024096386
MICAL2	-0.4162552919020716
MICALCL	-1.4832041297935104
PARVA	0.6609382214634145
TEAD1	1.045791011235955
ARNTL	0.10274464285714284
BTBD10	1.1514875
PTH	-0.7066326530612245
FAR1	1.7890745794392522
RRAS2	0.17272317073170734
COPB1	1.1925710886075949
PSMA1	1.0490341666666667
PDE3B	0.8048404669260703
CYP2R1	0.4289295774647887
CALCB	-0.0027500000000000987
CALCA	-0.8002421875000001
INSC	-0.56816632996633
SOX6	2.8217134877384193
C11orf58	2.073755882352941
PLEKHA7	-0.8594937090909092
RPS13	-0.6952926315789473
PIK3C2A	1.611756354609929
NUCB2	0.5140991071428572
NCR3LG1	-0.8808299539170507
KCNJ11	-0.11428774509803925
ABCC8	-0.038888916562889106
USH1C	-0.26248965401785707
OTOG	-1.0151027283950615
MYOD1	-0.19222826086956524
KCNC1	1.6738279461279462
SERGEF	0.09644535864978901
TPH1	0.3519730994152046
SAAL1	0.0027149171270717965
MRGPRX3	-0.5214167664670659
MRGPRX4	-1.2137455621301776
SAA4	-1.0834444444444444
SAA2	-2.269228070175439
SAA1	-1.9471276785714287
HPS5	0.455847194092827
GTF2H1	1.3781509090909092
LDHA	0.07153597560975607
LDHC	-0.21075510204081635
LDHAL6A	-0.9023359859154929
TSG101	1.6334252747252749
UEVLD	0.5742814285714285
SPTY2D1	0.8820445512820513
TMEM86A	0.2692378620689655
IGSF22	-0.6297308620689654
PTPN5	-0.218031914893617
MRGPRX1	-1.0795647272727271
MRGPRX2	-2.054234117647059
ZDHHC13	0.660931969111969
CSRP3	-1.3518539325842696
E2F8	-0.5651844497607655
NAV2	-0.7122221746031746
HTATIP2	-0.5140422535211269
PRMT3	0.6726666818181817
SLC6A5	-0.37092009925558317
NELL1	-0.17721744968553454
ANO5	-0.757161111111111
SLC17A6	-0.12491334586466171
FANCF	-2.2402449038461536
GAS2	0.8145686204379562
SVIP	-0.011105263157894636
CCDC179	-0.8740357142857144
LUZP2	-0.14713920289855065
ANO3	-0.8392237640449437
MUC15	-0.48534000000000005
SLC5A12	-1.3211914556962026
FIBIN	0.04950777777777788
BBOX1	-1.1488792207792209
CCDC34	-0.5639105263157895
LGR4	-1.2650825934579437
LIN7C	-1.3680467391304345
BDNF	0.9917421768707483
KIF18A	0.4831710404624278
METTL15	0.5198333333333333
KCNA4	-1.3146204225352112
FSHB	-1.343814893617021
ARL14EP	-0.7017958762886598
MPPED2	2.022925373134328
DCDC1	2.0986155405405404
DNAJC24	-0.28533557692307693
IMMP1L	1.9282857142857142
ELP4	1.1328395126903552
PAX6	1.7992142857142859
RCN1	-0.5926409230769233
WT1	-0.2606523308270676
EIF3M	0.29285753424657535
CCDC73	1.574502795031056
PRRG4	-0.3821188785046729
QSER1	1.2290853583021224
DEPDC7	-0.6335613065326634
TCP11L1	-1.500492444444444
CSTF3	0.4870202797202796
HIPK3	0.7004398890942699
KIAA1549L	-1.2461993177387913
C11orf91	0.1922040322580645
CD59	-2.4559711864406775
FBXO3	-0.676923560209424
LMO2	0.8372846153846154
CAPRIN1	0.8006132530120479
NAT10	-1.6145902291666667
ABTB2	-0.1641371673003802
CAT	-2.1015771186440677
ELF5	-0.7164778260869565
EHF	-0.2803059322033898
APIP	-1.0644719999999999
PDHX	-1.1392047045454545
CD44	-0.5084618367346939
SLC1A2	-0.6250786206896553
PAMR1	-1.278285285285285
FJX1	0.9345649128919862
TRIM44	-0.5350669491525425
LDLRAD3	-1.0520801875
COMMD9	-0.9057098039215689
PRR5L	-0.46949746031746026
TRAF6	-1.3995948186528497
RAG1	-2.569801860465116
RAG2	0.1158925229357798
C11orf74	-0.4306479452054794
LRRC4C	0.9351820945945946
API5	0.8272
TTC17	0.2551859574468085
HSD17B12	-0.5681644736842105
ALKBH3	-1.2826587301587304
ACCSL	-0.9427185185185185
ACCS	-0.3156663900414937
EXT2	-1.759705523255814
ALX4	-0.20762968036529675
CD82	-0.3902130081300812
TSPAN18	-0.4954577235772356
TP53I11	-0.8822346534653466
PRDM11	-0.5966342723004695
SYT13	-0.935902620087336
CHST1	-0.10730421052631578
SLC35C1	0.14522739336492896
CRY2	-0.3359071875
MAPK8IP1	-0.36074195250659635
C11orf94	-1.534270769230769
PEX16	0.13560622009569362
GYLTL1B	-0.5565697499999999
PHF21A	2.58331775147929
CREB3L1	0.14274528301886796
DGKZ	-0.8529562417218542
MDK	0.5875555555555555
CHRM4	-0.559628252788104
AMBRA1	0.8651988509316771
HARBI1	-0.7352102409638555
ATG13	0.7211816810035842
ARHGAP1	-0.10395249999999984
ZNF408	-1.5697330827067668
F2	-1.1662030405405406
CKAP5	0.7122655467869222
LRP4	0.006076850393700823
C11orf49	-0.21247777777777782
ARFGAP2	-0.23427960317460322
PACSIN3	-0.6070780612244898
DDB2	0.8410273631840797
ACP2	-0.38103555555555557
NR1H3	-0.04611751152073739
MADD	-0.2783911974522293
MYBPC3	-1.0539687628398793
SPI1	0.25884132231404966
SLC39A13	0.5397032589285714
PSMC3	-0.40072284263959385
RAPSN	-0.1783345744680851
CELF1	1.8568248962655605
NDUFS3	0.17653458646616546
PTPMT1	-0.0883396226415094
KBTBD4	0.09465973015873021
C1QTNF4	0.06310961904761915
MTCH2	2.072903437086093
AGBL2	-1.091113747875354
FNBP4	-0.12223097465886935
NUP160	-0.5416184375
PTPRJ	-1.9521055789473685
OR4B1	-0.9721689051094891
OR4X2	-1.036435410958904
OR4X1	-0.7280562500000001
OR4S1	-2.571074647887324
OR4A47	-2.3129
TRIM49B	-0.4307012987012987
FOLH1	-0.06921515151515152
OR4C13	-0.9958045112781956
OR4C12	-1.5779728571428573
OR4A5	-0.7019638028169013
OR4C46	-1.7218172932330824
TRIM48	-0.3911447368421052
OR4A16	-1.1565227083333334
OR4A15	-3.1806589743589737
OR4C15	-2.4490892592592597
OR4C16	-3.087875968992248
OR4C11	-3.5438057851239675
OR4P4	-4.136904237288135
OR4S2	-3.3764985185185186
OR4C6	-2.755951724137931
OR5D13	-3.416207591240876
OR5D14	-2.919484966887417
OR5L1	-3.8240549668874175
OR5D18	-2.689561038961039
OR5L2	-1.9812254901960784
OR5D16	-2.6785579999999998
OR5W2	-3.1930022058823533
OR5I1	-3.606335555555555
OR10AG1	-2.782115447154471
OR5F1	-1.983282068965517
OR5AS1	-3.2809399999999997
OR8I2	-3.223578472222222
OR8H2	-1.5830704195804197
OR8H3	-1.9532648275862068
OR8J3	-2.183224193548387
OR8K5	-1.7418646153846151
OR5J2	-3.664772158273381
OR5T2	-3.567976903225806
OR5T3	-3.209575
OR5T1	-3.485788811188811
OR8H1	-2.412965248226951
OR8K3	-2.2424138686131383
OR8K1	-3.4793059701492535
OR8J1	-1.6705654088050317
OR8U1	-3.5576616541353383
OR5R1	-4.136383448275861
OR5M9	-2.8594940559440563
OR5M3	-3.3397923076923077
OR5M8	-2.7654043165467628
OR5M11	-1.0960748299319727
OR5M10	-3.932093877551021
OR5M1	-1.9810671232876715
OR5AP2	-1.6994611510791366
OR5AR1	-0.5945546762589928
OR9G4	-2.4381032051282054
OR5AK2	-2.308060606060606
LRRC55	-1.0441933333333333
APLNR	0.11039690721649485
TNKS1BP1	-1.7638729905561386
SSRP1	-1.344996456140351
P2RX3	-1.0861016304347826
PRG3	-1.8879842105263154
PRG2	-1.917378504672897
SLC43A3	-2.047975037313433
RTN4RL2	0.9449258113207548
SLC43A1	-0.48971465798045594
TIMM10	-0.8223888888888887
UBE2L6	-1.2855185714285715
SERPING1	-1.498304247104247
YPEL4	0.06848947368421063
CLP1	-0.9136010572687225
ZDHHC5	0.6485645345268541
MED19	-1.858403669724771
TMX2	-0.3260965492957746
C11orf31	-0.9393188405797102
BTBD18	-0.9728612568306011
CTNND1	0.5557167741935483
OR9Q1	-1.7429133333333333
OR6Q1	-1.2612868263473054
OR9I1	-0.3925798051948052
OR9Q2	-2.374644171779141
OR1S2	-0.9983442953020134
OR1S1	-1.3225393793103448
OR10Q1	-1.3326441860465115
OR10W1	-2.924558125
OR5B17	-1.6597758620689655
OR5B3	-0.998711888111888
OR5B2	-2.047208510638298
OR5B12	-1.3045965277777778
OR5B21	-1.377464407894737
LPXN	-1.199157738095238
ZFP91	1.2899231153846156
CNTF	-0.5401739130434783
GLYAT	-1.8868644067796607
GLYATL2	-3.8385484210526317
GLYATL1	-1.6904510948905112
FAM111B	-1.6739704918032787
FAM111A	-1.7009302325581392
DTX4	-1.0555274782608697
MPEG1	-2.206438693181818
OR5AN1	-2.1221859259259257
OR5A2	-5.008953548387097
OR5A1	-1.8019711656441717
OR4D6	-1.818842307692308
OR4D10	-2.1704647435897435
OR4D11	-0.8545228395061729
OR4D9	-1.431515384615385
OSBP	-0.6993897889182058
PATL1	0.7710902695417792
OR10V1	-0.9984547945205481
STX3	-1.105611111111111
MRPL16	-1.3281726984126985
GIF	-1.2274687804878048
TCN1	-0.6494022222222222
OOSP2	-0.706262686567164
MS4A3	-1.447111320754717
MS4A2	-0.9882096491228071
MS4A6A	-2.006757936507936
MS4A4A	-1.0703561983471073
MS4A6E	-0.7224545454545456
MS4A7	-0.7915867768595041
MS4A14	-0.866448160535117
MS4A5	-0.5629658536585366
MS4A1	-0.647448
MS4A12	-1.3924668613138687
MS4A13	-0.32957142857142846
MS4A8	-1.5254162962962963
MS4A15	-0.959144927536232
MS4A10	-1.1801350364963503
CCDC86	-1.3384089999999997
PTGDR2	0.4154094861660079
ZP1	-1.3931587570621469
PRPF19	-0.9547617760617759
TMEM109	-0.4895299363057325
TMEM132A	-1.1385289835575485
SLC15A3	-0.9051566569767442
CD6	-1.510823950276243
CD5	-1.0936144578313254
VPS37C	-2.170982547169811
PGA3	-1.6638367346938776
PGA4	-0.5276908163265306
PGA5	-0.79345
VWCE	-1.2775274955908291
DDB1	-0.6995675572519083
DAK	-1.3024571815718156
CYB561A3	-0.7557211267605636
TMEM138	-0.48728571428571427
TMEM216	-0.0249135802469136
CPSF7	2.019748006993007
SDHAF2	-1.406194029850746
PPP1R32	-1.25973
LRRC10B	0.7886396825396825
SYT7	1.6618666666666668
DAGLA	-0.3659773620689655
MYRF	-0.4699809374999999
TMEM258	-0.5938571428571429
FEN1	-0.9332252941176471
FADS2	-0.6492213483146066
FADS1	-0.7771372384937237
FADS3	-0.6243089201877933
RAB3IL1	-1.3421859999999999
BEST1	-1.0158895070422533
FTH1	0.15881666666666652
INCENP	-1.6942719101123596
SCGB1D1	-2.402230434782609
SCGB2A1	-2.9438857142857144
SCGB1D2	-1.6620809523809523
SCGB2A2	-1.946090909090909
SCGB1D4	-1.3324761904761904
ASRGL1	-2.7417261904761907
SCGB1A1	-1.6562558139534886
AHNAK	-1.9347991615908278
EEF1G	0.47505135678391963
TUT1	-0.41046443202979516
MTA2	-0.09433065476190479
EML3	-0.4662505182341651
ROM1	-0.3060156950672645
B3GAT3	-0.15508365384615372
GANAB	-0.35923946830265846
INTS5	0.18016300623052958
C11orf48	1.3346550847457628
METTL12	-1.3325616197183099
C11orf83	-0.9656423076923074
UBXN1	-0.7342901960784313
LRRN4CL	-2.561484210526315
BSCL2	-0.8934670682730923
GNG3	0.5831882352941177
HNRNPUL2	0.9923936416184971
TTC9C	-0.6739227848101267
ZBTB3	-0.5659472619047619
POLR2G	-0.8230632911392406
TAF6L	-1.2806246648793567
TMEM223	-1.7422591240875913
TMEM179B	-0.15801832061068702
NXF1	-0.9813348188405797
STX5	1.4487473372781066
WDR74	-1.2307238374384237
SLC3A2	-0.7989533141210375
CHRM1	-0.3609790874524715
SLC22A6	-0.20005118380062312
SLC22A8	-0.6549542253521126
SLC22A10	-1.4211727924528301
SLC22A25	-1.8120984905660378
SLC22A9	-1.407418867924528
HRASLS5	-1.1702659420289856
LGALS12	-0.6825994252873563
RARRES3	-2.066411688311688
HRASLS2	-1.7317426666666667
PLA2G16	-1.2593891891891893
ATL3	-1.032626872246696
RTN3	0.437512125
C11orf84	-2.2254787735849058
MARK2	0.6312351413881747
RCOR2	-1.3284096219931272
NAA40	-0.43281428571428576
COX8A	0.16549999999999998
OTUB1	-0.5160220183486238
MACROD1	0.3771602150537634
FLRT1	-0.05757894594594598
STIP1	-2.384994117647059
FERMT3	-1.1266169999999998
TRPT1	-0.42728581560283685
NUDT22	-0.7585825136612021
DNAJC4	-0.5738240000000001
VEGFB	1.334947328244275
FKBP2	0.15221558441558442
PPP1R14B	0.4728769230769231
PLCB3	-0.7777507961783441
BAD	-0.09434651162790697
GPR137	0.409406081081081
KCNK4	-0.57687004048583
ESRRA	0.043028294573643475
TRMT112	-0.028265625000000072
PRDX5	-1.195939534883721
CCDC88B	-0.7319237804878049
RPS6KA4	-0.4901233101851851
SLC22A11	-1.7037721518987339
SLC22A12	-1.4572170658682633
NRXN2	0.9912677914110428
RASGRP2	-0.37046333333333337
PYGM	-0.9672375634517769
SF1	0.17093466334164592
MAP4K2	-0.6017296803652967
MEN1	-1.0399834302325581
CDC42BPG	-1.0355058285714287
EHD1	-0.32683475999999995
ATG2A	-1.2305395535714287
PPP2R5B	0.44700246913580244
GPHA2	0.422308695652174
C11orf85	-0.1882207142857143
BATF2	-1.681821212121212
ARL2	-0.862056179775281
SNX15	-1.485921058201058
SAC3D1	-0.6695370689655171
NAALADL1	-1.129778502415459
CDCA5	-2.4157304964539006
ZFPL1	-0.7965033707865169
TMEM262	-0.5897555555555556
VPS51	-0.9730854831460672
TM7SF2	-0.21759126984126984
ZNHIT2	-1.1186471698113207
FAU	-0.5966620253164556
SYVN1	-0.22919613513513515
MRPL49	-0.7585887058823528
SPDYC	-1.8481277027027025
CAPN1	-0.4756498525073747
POLA2	-2.1316745833333335
CDC42EP2	-1.0979166666666667
DPF2	-0.5430787356321839
TIGD3	-0.9801700787401576
SLC25A45	-1.4465543750000003
FRMD8	-0.5526653543307086
SCYL1	-1.3221877303102625
LTBP3	-0.8322024408284022
SSSCA1	-0.3355546610169492
FAM89B	-0.8241741071428571
EHBP1L1	-0.5141798722415796
KCNK7	-2.0175038647342998
MAP3K11	-1.3502811761252445
PCNXL3	-1.0012413983050847
SIPA1	-1.1962482280431432
RELA	-0.4802330097087378
KAT5	0.2578664179104478
RNASEH2C	-1.282536082474227
AP5B1	-1.6225032089810016
OVOL1	-0.18345275590551186
CFL1	0.08889166666666666
SNX32	-1.103337947368421
MUS81	-0.9111895000000001
EFEMP2	0.052141545893719846
CTSW	-1.0631556818181818
FIBP	0.1609125714285714
CCDC85B	0.4909024390243902
FOSL1	-1.0732078947368422
C11orf68	-0.48511388888888896
DRAP1	-0.8822556565656567
TSGA10IP	-1.5015444839857652
SART1	-1.176698205128205
EIF1AD	0.0458523076923076
BANF1	0.037017073170731676
CST6	-1.67928875
CATSPER1	-1.2211063662790698
GAL3ST3	0.07618694117647055
SF3B2	-1.5408542528735634
PACS1	-0.6526835010060361
KLC2	-0.5704138364779875
RAB1B	0.48052515789473693
CNIH2	1.5781913043478262
YIF1A	0.31428720930232557
TMEM151A	-1.0232705479452053
CD248	-0.9125632000000001
RIN1	-1.1889188911704314
BRMS1	-0.8751951219512195
B3GNT1	0.7303739170506912
SLC29A2	0.21094224806201547
NPAS4	0.6448481481481482
MRPL11	-0.5920878301886789
PELI3	-0.19862945454545458
DPP3	-0.7309228198433421
BBS1	-0.6792367469879519
ZDHHC24	0.21388163265306123
CTSF	-0.3917185271317829
CCDC87	-1.307307730496454
CCS	-0.2508665753424658
RBM14	2.191954587155963
RBM4	2.5850537634408606
RBM14-RBM4	2.8054060913705583
RBM4B	-0.28567977528089894
SPTBN2	-1.1870627401837928
C11orf80	0.06875677710843373
RCE1	0.40644325123152697
PC	-0.7575403174603175
LRFN4	-0.5749843601895736
C11orf86	-0.8630169491525422
SYT12	-0.6598753488372093
RHOD	-0.6070245454545455
KDM2A	1.257665657142857
ADRBK1	-0.5778239130434782
ANKRD13D	-0.6064678018575852
SSH3	-0.7237264057971016
POLD4	0.8691740740740739
CLCF1	0.6498062015503876
RAD9A	-0.7455504629629629
PPP1CA	-2.1892337662337664
TBC1D10C	-1.2266385767790264
CARNS1	-0.7024690082644628
RPS6KB2	-0.7547480468750001
PTPRCAP	-1.7118837037037036
CORO1B	-1.1778537549407113
GPR152	-1.1833708053691274
CABP4	-1.7712557615894038
TMEM134	0.7008994230769231
AIP	-0.7060653061224491
PITPNM1	-0.8005578316690442
CABP2	-0.07159122807017554
GSTP1	-0.07808947368421056
NDUFV1	-0.7929430830039526
NUDT8	-0.7776133333333333
TBX10	-0.6018736111111112
ACY3	-1.6037447513812157
ALDH3B2	-0.7773262303664922
NDUFS8	-1.6337142857142857
TCIRG1	-0.7790413043478261
CHKA	-1.1145535714285713
SUV420H1	-2.4121133333333336
C11orf24	-2.4628629757785467
LRP5	-1.1982457002457
PPP6R3	-0.9736037900874634
GAL	-1.1255774647887322
MTL5	-2.273712987012987
CPT1A	-3.713587988826816
MRPL21	-2.0545045871559635
IGHMBP2	-2.114611203883495
MRGPRD	-1.659466081871345
MRGPRF	-0.44475736842105273
TPCN2	-1.1120716290726818
MYEOV	-0.7330279187817259
CCND1	0.12255071428571439
ORAOV1	-2.681071739130435
FGF19	-1.4859163793103447
FGF4	0.32462539682539693
FGF3	-0.4871805755395684
ANO1	-1.393698090692124
FADD	-1.7722345132743362
PPFIA1	-3.863290442307693
CTTN	-3.3845225
DHCR7	-1.6381655319148936
NADSYN1	-1.9004333333333334
KRTAP5-7	-0.3035625
KRTAP5-8	-0.05490697674418604
KRTAP5-9	-0.16978666666666664
KRTAP5-10	-0.23173285981308414
KRTAP5-11	-0.16341884057971015
FAM86C1	0.1225888888888889
DEFB108B	-0.3033214285714286
RNF121	1.1801787074829933
IL18BP	0.09195982142857141
NUMA1	-0.7642931293881645
LRTOMT	0.802005649717514
LAMTOR1	1.5465844155844155
ANAPC15	0.5415970588235294
FOLR1	-0.43576851851851856
FOLR2	-0.47104722222222223
INPPL1	-0.1502738606676342
PHOX2A	0.12351593406593407
CLPB	0.42330738636363635
PDE2A	0.17462279069767442
ARAP1	-1.0175203303684879
STARD10	0.09015220588235288
ATG16L2	-0.5536508761329306
FCHSD2	1.0569334210526315
P2RY2	-0.4602823788546256
P2RY6	-1.032408888888889
ARHGEF17	-0.9451693194675542
RELT	-1.3120980544747083
FAM168A	0.8629626760563379
PLEKHB1	-0.2870384057971015
RAB6A	3.0355714285714286
MRPL48	0.979444705882353
COA4	-0.47127272727272734
PAAF1	1.0923156250000001
DNAJB13	-0.6083941221374047
UCP2	0.5633092896174864
UCP3	0.0795011764705882
C2CD3	0.8455955271565496
PPME1	1.3268521546961327
P4HA3	0.24149785714285718
PGM2L1	0.6645708208955224
KCNE3	-0.5900037735849055
LIPT2	-0.5319036666666667
POLD3	1.4396781428571428
CHRDL2	0.16119823788546264
RNF169	-0.16455563342318066
XRRA1	-0.4281780526315789
SPCS2	1.0014228260869564
NEU3	-0.19098873972602745
OR2AT4	-0.07130526315789469
SLCO2B1	-0.3957296875
TPBGL	0.8731069090909089
ARRB1	-0.34697864077669915
RPS3	-0.062406521739130444
KLHL35	-0.7092248618784531
GDPD5	-0.46548053892215574
SERPINH1	-0.7135055813953488
MAP6	-1.4830410845986983
MOGAT2	-2.010556521739131
DGAT2	-0.29434321608040215
UVRAG	-0.06915846645367404
WNT11	0.8839614973262032
PRKRIR	-0.4957987197231834
C11orf30	2.219902653631285
LRRC32	-0.8227139686684073
TSKU	-1.1300008968609865
ACER3	1.7432752293577984
B3GNT6	-0.2836694420600858
CAPN5	-0.7169209836065573
OMP	-0.14269662650602416
MYO7A	-0.36326538423645327
GDPD4	0.2159230731707317
PAK1	0.9633947389558233
CLNS1A	0.177545
AQP11	0.9161014184397163
RSF1	0.6979973814041746
AAMDC	0.7296492307692309
INTS4	0.17613908045977014
KCTD14	-1.943192561983471
NDUFC2-KCTD14	0.33245357142857135
THRSP	-0.7104617647058823
NDUFC2	-0.017603703703703736
ALG8	0.11093603238866387
KCTD21	-0.43553189655172414
USP35	-1.0800814338235294
GAB2	-1.1268101492537315
NARS2	0.7350602803738318
TENM4	-0.6388792771084336
FAM181B	-0.5426775438596491
PRCP	-0.37055064377682406
C11orf82	0.6628814621409922
RAB30	1.3992707317073172
PCF11	1.7618011661807578
ANKRD42	1.0163181818181821
CCDC90B	0.9908659793814432
DLG2	1.166342891566265
TMEM126B	0.4567326732673267
TMEM126A	0.27537752808988764
CREBZF	0.5128704433497537
CCDC89	-1.1598022222222224
SYTL2	0.6389169357798166
CCDC83	-0.7547878571428571
PICALM	2.8537070063694268
EED	1.7421000621118012
C11orf73	1.1905410526315787
CCDC81	-0.585557805907173
ME3	0.04961147540983608
PRSS23	-1.6334508474576273
FZD4	-0.4771145967741935
TMEM135	1.1076479166666668
RAB38	-0.1420133695652175
CTSC	-1.891678672985782
GRM5	-0.7505403442340791
TYR	-2.209247685185185
NOX4	0.3105245901639344
TRIM77	-0.9153397515527951
TRIM49	-0.8258653717948718
TRIM64B	-0.8561267241379312
TRIM49D1	-1.534805654761905
TRIM49C	-0.47636168831168835
NAALAD2	-0.17180480769230774
CHORDC1	0.421428346456693
MTNR1B	-0.7326621693121693
SLC36A4	-0.11304253393665167
CCDC67	0.6736664431818181
SMCO4	1.1033515151515152
KIAA1731	-0.21042696232179225
TAF1D	-0.5865215053763442
C11orf54	0.8404347826086955
MED17	-1.3053545787545788
VSTM5	-1.3664969148936168
HEPHL1	-1.1851232258064517
PANX1	-3.108510695187166
GPR83	-0.8604887804878047
MRE11A	-0.43425584558823527
ANKRD49	-0.9025624999999998
PIWIL4	-1.80399713091922
FUT4	-1.3223685015290518
AMOTL1	-1.8550187692307696
KDM4D	-2.5593968627450976
KDM4E	-1.0926856932773108
ENDOD1	-1.8830231496062995
SESN3	-0.4258442211055276
FAM76B	1.3780973684210527
CEP57	-0.4373175418994413
MTMR2	-1.221424697508897
MAML2	-1.474014803001876
CCDC82	-0.5262857142857142
JRKL	-2.2431572864321607
CNTN5	-0.4544986666666668
TMEM133	-0.17077333333333333
PGR	-0.6707867112810708
TRPC6	-0.3270902702702702
ANGPTL5	0.0156510344827586
KIAA1377	0.624250303030303
C11orf70	0.7279259615384616
YAP1	-0.6776429811320756
BIRC3	-2.7070352697095434
BIRC2	-0.8244155737704918
TMEM123	-1.039768992248062
MMP7	-1.7536888
MMP20	-0.5946140540540541
MMP27	-0.20078058252427183
MMP8	-2.2431297872340425
MMP10	-1.8478512807881777
MMP1	-1.886976683937824
MMP3	-1.559913971962617
MMP13	-1.0611680203045684
DCUN1D5	2.474369047619047
DYNC2H1	-0.11356054507710554
PDGFD	-0.5120079470198675
DDI1	-3.8945732620320856
CASP12	-1.435886567164179
CASP4	-2.5572045161290324
CASP5	-1.2168853631284915
CASP1	-1.7839713714285712
CARD16	-1.1318918918918919
CARD17	-1.5242075471698115
CARD18	-2.832565625
GRIA4	1.034842327365729
MSANTD4	-3.4427946902654867
KBTBD3	-0.03889863013698623
AASDHPPT	0.3124920000000001
GUCY1A2	-0.6751583720930232
CWF19L2	-0.007009666666666643
ALKBH8	-0.1556503787878788
ELMOD1	-0.14335042016806726
SLN	-1.3585714285714288
SLC35F2	-1.625553977272727
RAB39A	0.18552020202020209
CUL5	1.9041224719101124
ACAT1	-1.5562959090909092
NPAT	0.18427673343605547
ATM	0.20879462422634834
C11orf65	0.5873398148148147
KDELC2	-0.44593139013452915
EXPH5	-0.4178684981684982
DDX10	-0.2096228348909657
C11orf87	0.7230966942148761
ZC3H12C	-1.157271505376344
RDX	-0.32294077669902943
FDX1	-0.730013173076923
ARHGAP20	-1.176364135338346
C11orf53	-3.1140294117647063
COLCA2	-2.2268289855072467
POU2AF1	-0.8460604938271605
BTG4	-0.14655897435897441
